number,yearly_avg,monthly_avg,weekly_avg,daily_avg,hourly_avg
69558,2.0,2.0,2.0,2.0,2.0
32035,19.0,19.0,4.75,3.8,2.375
71685,10.0,10.0,10.0,5.0,2.5
32314,1.0,1.0,1.0,1.0,1.0
70300,14.0,14.0,14.0,4.666666666666667,2.3333333333333335
24816,10.0,10.0,5.0,2.5,2.5
79411,13.0,13.0,13.0,3.25,1.625
87524,3.0,3.0,3.0,3.0,3.0
56213,1.0,1.0,1.0,1.0,1.0
07451,15.0,15.0,15.0,7.5,5.0
93034,9.0,9.0,4.5,3.0,3.0
21460,21.0,21.0,5.25,3.0,3.0
83355,1.0,1.0,1.0,1.0,1.0
82176,21.0,7.0,3.0,1.105263157894737,1.105263157894737
40227,3.0,3.0,3.0,3.0,3.0
74128,21.0,21.0,7.0,3.5,1.75
16453,1.0,1.0,1.0,1.0,1.0
93440,7.0,3.5,2.3333333333333335,1.75,1.1666666666666667
53097,5.0,5.0,5.0,2.5,1.6666666666666667
63686,11.0,11.0,2.2,1.375,1.2222222222222223
18604,1.0,1.0,1.0,1.0,1.0
31187,2.0,2.0,2.0,2.0,2.0
11892,4.0,4.0,4.0,4.0,1.3333333333333333
29509,9.0,9.0,9.0,2.25,2.25
02729,8.0,8.0,8.0,8.0,8.0
09535,3.0,3.0,1.0,1.0,1.0
31748,1.0,1.0,1.0,1.0,1.0
94994,2.0,2.0,2.0,2.0,2.0
96179,38.0,12.666666666666666,7.6,4.222222222222222,2.923076923076923
25827,2.0,2.0,1.0,1.0,1.0
14153,2.0,2.0,2.0,2.0,2.0
15923,5.0,5.0,5.0,2.5,2.5
16242,13.0,13.0,6.5,4.333333333333333,4.333333333333333
96595,4.0,4.0,4.0,4.0,4.0
98797,1.0,1.0,1.0,1.0,1.0
03340,7.0,7.0,3.5,3.5,2.3333333333333335
38596,51.0,51.0,51.0,17.0,5.1
90759,8.0,8.0,2.0,2.0,1.6
64659,8.0,4.0,2.6666666666666665,1.6,1.3333333333333333
42654,4.0,2.0,1.3333333333333333,1.3333333333333333,1.3333333333333333
67467,24.0,24.0,24.0,8.0,6.0
68664,18.0,18.0,18.0,9.0,3.6
65325,15.0,15.0,15.0,3.75,1.5
06015,6.0,6.0,2.0,2.0,1.5
31939,16.0,5.333333333333333,3.2,3.2,3.2
11411,15.0,7.5,3.0,2.5,1.6666666666666667
33136,7.0,7.0,7.0,3.5,3.5
67869,5.0,2.5,1.6666666666666667,1.0,1.0
91919,1.0,1.0,1.0,1.0,1.0
00136,3.0,3.0,3.0,3.0,1.5
65665,6.0,6.0,6.0,3.0,3.0
21578,1.0,1.0,1.0,1.0,1.0
60148,16.0,16.0,16.0,4.0,3.2
29486,11.0,5.5,3.6666666666666665,2.2,1.8333333333333333
65742,1.0,1.0,1.0,1.0,1.0
09754,33.0,33.0,11.0,11.0,8.25
03547,1.0,1.0,1.0,1.0,1.0
37269,3.0,3.0,1.5,1.5,1.0
49677,7.0,3.5,1.75,1.75,1.4
34212,7.0,7.0,7.0,7.0,7.0
94721,32.0,10.666666666666666,4.571428571428571,1.7777777777777777,1.28
27393,3.0,3.0,3.0,3.0,3.0
61791,45.0,45.0,45.0,9.0,4.090909090909091
88142,6.0,6.0,6.0,3.0,2.0
98996,10.0,10.0,10.0,5.0,5.0
95215,1.0,1.0,1.0,1.0,1.0
69813,1.0,1.0,1.0,1.0,1.0
93911,6.0,6.0,3.0,3.0,3.0
42506,5.0,5.0,5.0,5.0,5.0
77868,31.0,31.0,31.0,15.5,7.75
40578,28.0,28.0,28.0,9.333333333333334,4.0
77873,10.0,10.0,5.0,5.0,5.0
19992,3.0,3.0,1.5,1.5,1.5
15764,13.0,13.0,6.5,4.333333333333333,4.333333333333333
80846,3.0,3.0,1.5,1.5,1.5
86775,2.0,2.0,2.0,2.0,2.0
28810,1.0,1.0,1.0,1.0,1.0
23887,1.0,1.0,1.0,1.0,1.0
02242,1.0,1.0,1.0,1.0,1.0
17748,2.0,2.0,2.0,1.0,1.0
31933,7.0,7.0,7.0,7.0,3.5
38820,2.0,2.0,2.0,2.0,2.0
65300,3.0,3.0,3.0,3.0,3.0
73404,15.0,15.0,15.0,15.0,15.0
65967,2.0,2.0,2.0,2.0,2.0
45205,1.0,1.0,1.0,1.0,1.0
38330,1.0,1.0,1.0,1.0,1.0
68802,4.0,2.0,1.3333333333333333,1.0,1.0
04011,3.0,3.0,1.0,1.0,1.0
27287,33.0,33.0,33.0,16.5,8.25
73034,8.0,8.0,2.6666666666666665,1.6,1.6
49754,10.0,10.0,3.3333333333333335,2.0,2.0
55654,62.0,31.0,15.5,5.636363636363637,2.6956521739130435
74878,3.0,3.0,3.0,1.5,1.0
20612,4.0,4.0,4.0,4.0,4.0
72620,1.0,1.0,1.0,1.0,1.0
76790,7.0,7.0,3.5,1.75,1.1666666666666667
30853,5.0,5.0,5.0,2.5,2.5
39654,1.0,1.0,1.0,1.0,1.0
81667,11.0,11.0,11.0,11.0,5.5
61956,1.0,1.0,1.0,1.0,1.0
84419,1.0,1.0,1.0,1.0,1.0
87569,14.0,4.666666666666667,2.8,1.5555555555555556,1.2727272727272727
72657,7.0,7.0,7.0,7.0,7.0
64799,121.0,60.5,24.2,10.083333333333334,6.05
73013,1.0,1.0,1.0,1.0,1.0
08365,1.0,1.0,1.0,1.0,1.0
51530,1.0,1.0,1.0,1.0,1.0
61822,25.0,12.5,6.25,4.166666666666667,2.7777777777777777
62235,8.0,8.0,8.0,4.0,2.6666666666666665
21124,2.0,2.0,2.0,2.0,2.0
48231,4.0,4.0,4.0,4.0,4.0
60971,20.0,20.0,20.0,10.0,10.0
05312,4.0,4.0,4.0,1.3333333333333333,1.0
06498,3.0,3.0,3.0,3.0,3.0
23770,9.0,9.0,9.0,9.0,3.0
97918,27.0,27.0,27.0,27.0,27.0
42570,5.0,5.0,5.0,2.5,2.5
69043,1.0,1.0,1.0,1.0,1.0
91693,46.0,46.0,46.0,11.5,6.571428571428571
73330,11.0,11.0,11.0,2.2,1.8333333333333333
60164,1.0,1.0,1.0,1.0,1.0
40546,1.0,1.0,1.0,1.0,1.0
14404,9.0,9.0,2.25,1.8,1.5
51827,7.0,3.5,1.75,1.4,1.1666666666666667
05238,5.0,5.0,5.0,5.0,5.0
15056,1.0,1.0,1.0,1.0,1.0
66347,4.0,4.0,4.0,1.3333333333333333,1.3333333333333333
76470,15.0,7.5,3.75,1.3636363636363635,1.0
71790,1.0,1.0,1.0,1.0,1.0
73651,3.0,3.0,1.5,1.0,1.0
32793,3.0,3.0,3.0,1.5,1.5
50107,1.0,1.0,1.0,1.0,1.0
76081,1.0,1.0,1.0,1.0,1.0
70561,7.0,7.0,3.5,3.5,1.1666666666666667
21620,20.0,6.666666666666667,5.0,5.0,4.0
61414,22.0,11.0,5.5,5.5,2.75
34551,1.0,1.0,1.0,1.0,1.0
43010,2.0,2.0,1.0,1.0,1.0
59987,8.0,8.0,8.0,4.0,2.0
04934,6.0,3.0,3.0,3.0,2.0
52101,22.0,22.0,22.0,7.333333333333333,7.333333333333333
18971,46.0,46.0,46.0,7.666666666666667,3.8333333333333335
19349,17.0,8.5,8.5,3.4,2.8333333333333335
79301,28.0,28.0,28.0,9.333333333333334,4.0
73862,11.0,5.5,3.6666666666666665,3.6666666666666665,2.2
14982,5.0,5.0,5.0,5.0,2.5
99578,1.0,1.0,1.0,1.0,1.0
15256,43.0,21.5,8.6,4.777777777777778,3.5833333333333335
74485,33.0,11.0,4.714285714285714,3.0,1.8333333333333333
90329,2.0,2.0,2.0,2.0,1.0
34396,6.0,6.0,6.0,6.0,6.0
29460,3.0,3.0,1.5,1.5,1.5
08325,2.0,2.0,2.0,2.0,2.0
69411,2.0,1.0,1.0,1.0,1.0
99653,3.0,3.0,3.0,3.0,3.0
15861,5.0,2.5,2.5,2.5,1.6666666666666667
81405,3.0,3.0,3.0,1.5,1.0
40058,1.0,1.0,1.0,1.0,1.0
01616,4.0,4.0,4.0,2.0,2.0
65150,5.0,5.0,2.5,2.5,2.5
62327,24.0,24.0,24.0,4.8,2.0
83642,3.0,3.0,3.0,1.5,1.5
45980,4.0,4.0,4.0,2.0,2.0
79922,2.0,2.0,2.0,1.0,1.0
67451,17.0,17.0,3.4,1.3076923076923077,1.0625
00237,15.0,7.5,3.0,2.142857142857143,1.875
10598,28.0,28.0,28.0,9.333333333333334,5.6
25184,1.0,1.0,1.0,1.0,1.0
65397,4.0,4.0,2.0,1.3333333333333333,1.0
61829,61.0,61.0,61.0,20.333333333333332,20.333333333333332
29342,26.0,26.0,8.666666666666666,2.3636363636363638,1.5294117647058822
87811,1.0,1.0,1.0,1.0,1.0
06078,2.0,1.0,1.0,1.0,1.0
57538,1.0,1.0,1.0,1.0,1.0
91699,4.0,4.0,1.3333333333333333,1.3333333333333333,1.0
90375,10.0,10.0,5.0,3.3333333333333335,1.25
06842,1.0,1.0,1.0,1.0,1.0
12634,1.0,1.0,1.0,1.0,1.0
46669,1.0,1.0,1.0,1.0,1.0
98199,9.0,9.0,9.0,9.0,4.5
34116,2.0,1.0,1.0,1.0,1.0
52290,3.0,1.5,1.5,1.5,1.0
42177,14.0,14.0,14.0,4.666666666666667,4.666666666666667
97854,7.0,3.5,3.5,2.3333333333333335,2.3333333333333335
27233,1.0,1.0,1.0,1.0,1.0
29072,18.0,9.0,4.5,3.6,3.0
68337,2.0,1.0,1.0,1.0,1.0
14732,14.0,14.0,4.666666666666667,3.5,2.8
41067,50.0,16.666666666666668,10.0,5.555555555555555,2.9411764705882355
61473,1.0,1.0,1.0,1.0,1.0
09204,10.0,10.0,10.0,2.5,1.6666666666666667
47492,1.0,1.0,1.0,1.0,1.0
21953,12.0,12.0,12.0,6.0,2.4
88673,3.0,1.5,1.5,1.5,1.5
57595,20.0,20.0,4.0,2.0,2.0
71277,66.0,66.0,66.0,66.0,33.0
50526,1.0,1.0,1.0,1.0,1.0
44680,3.0,3.0,3.0,3.0,1.5
37780,1.0,1.0,1.0,1.0,1.0
36214,11.0,11.0,5.5,3.6666666666666665,2.75
26272,7.0,3.5,1.75,1.4,1.4
53442,5.0,5.0,2.5,2.5,1.6666666666666667
74398,5.0,5.0,5.0,2.5,1.25
54204,13.0,13.0,13.0,3.25,1.4444444444444444
44126,4.0,4.0,4.0,4.0,4.0
28031,8.0,8.0,8.0,4.0,2.6666666666666665
99362,34.0,17.0,5.666666666666667,1.36,1.2592592592592593
36291,19.0,19.0,19.0,4.75,3.1666666666666665
76740,10.0,5.0,5.0,2.5,2.0
20119,1.0,1.0,1.0,1.0,1.0
37166,30.0,30.0,30.0,10.0,6.0
65963,3.0,1.5,1.5,1.0,1.0
19535,2.0,2.0,2.0,2.0,2.0
07809,8.0,8.0,8.0,2.0,2.0
56540,9.0,4.5,4.5,4.5,4.5
79840,1.0,1.0,1.0,1.0,1.0
09296,16.0,16.0,5.333333333333333,2.6666666666666665,2.2857142857142856
27310,7.0,7.0,7.0,2.3333333333333335,1.4
00822,13.0,13.0,13.0,13.0,4.333333333333333
17113,2.0,2.0,1.0,1.0,1.0
04849,3.0,3.0,3.0,3.0,3.0
69737,1.0,1.0,1.0,1.0,1.0
23309,26.0,26.0,26.0,8.666666666666666,3.7142857142857144
57347,1.0,1.0,1.0,1.0,1.0
96853,5.0,2.5,2.5,1.6666666666666667,1.6666666666666667
36137,8.0,4.0,2.6666666666666665,1.3333333333333333,1.1428571428571428
70615,2.0,2.0,2.0,2.0,2.0
16021,1.0,1.0,1.0,1.0,1.0
31023,3.0,3.0,3.0,3.0,1.5
02163,1.0,1.0,1.0,1.0,1.0
10751,5.0,2.5,2.5,1.25,1.25
75471,1.0,1.0,1.0,1.0,1.0
39266,1.0,1.0,1.0,1.0,1.0
92265,13.0,13.0,13.0,6.5,4.333333333333333
99951,46.0,46.0,46.0,9.2,3.2857142857142856
05356,11.0,11.0,11.0,3.6666666666666665,2.75
31343,2.0,2.0,2.0,1.0,1.0
99604,18.0,18.0,18.0,3.6,1.6363636363636365
00043,25.0,12.5,4.166666666666667,2.272727272727273,1.9230769230769231
46420,7.0,7.0,3.5,3.5,3.5
54029,1.0,1.0,1.0,1.0,1.0
72278,3.0,1.5,1.5,1.5,1.5
24553,2.0,2.0,2.0,2.0,2.0
89710,29.0,14.5,7.25,4.142857142857143,2.9
79334,5.0,5.0,5.0,5.0,2.5
14023,44.0,22.0,7.333333333333333,4.0,2.75
90028,12.0,12.0,12.0,6.0,3.0
26799,1.0,1.0,1.0,1.0,1.0
97998,2.0,2.0,2.0,2.0,2.0
91122,59.0,59.0,29.5,9.833333333333334,4.538461538461538
91670,1.0,1.0,1.0,1.0,1.0
92398,28.0,14.0,4.666666666666667,2.1538461538461537,2.0
13987,1.0,1.0,1.0,1.0,1.0
82414,2.0,2.0,2.0,1.0,1.0
04302,5.0,5.0,5.0,5.0,5.0
90568,109.0,54.5,21.8,5.190476190476191,1.676923076923077
00178,1.0,1.0,1.0,1.0,1.0
98746,6.0,6.0,6.0,3.0,3.0
47619,6.0,6.0,6.0,6.0,6.0
57424,7.0,7.0,7.0,7.0,3.5
66614,63.0,31.5,9.0,3.3157894736842106,2.3333333333333335
03745,1.0,1.0,1.0,1.0,1.0
07034,2.0,2.0,1.0,1.0,1.0
44817,3.0,3.0,3.0,3.0,3.0
09147,1.0,1.0,1.0,1.0,1.0
77921,3.0,3.0,3.0,3.0,3.0
82148,13.0,13.0,13.0,3.25,1.625
20416,59.0,59.0,59.0,14.75,4.538461538461538
70054,37.0,37.0,12.333333333333334,4.625,2.8461538461538463
02737,2.0,2.0,2.0,1.0,1.0
21358,1.0,1.0,1.0,1.0,1.0
15792,2.0,2.0,2.0,1.0,1.0
70961,3.0,3.0,3.0,3.0,1.0
85283,1.0,1.0,1.0,1.0,1.0
31392,18.0,18.0,9.0,6.0,3.6
79788,8.0,4.0,2.0,2.0,2.0
84960,1.0,1.0,1.0,1.0,1.0
28855,1.0,1.0,1.0,1.0,1.0
11536,5.0,5.0,2.5,2.5,2.5
81795,5.0,5.0,5.0,2.5,2.5
24784,4.0,4.0,2.0,1.3333333333333333,1.3333333333333333
05450,1.0,1.0,1.0,1.0,1.0
70306,4.0,4.0,4.0,2.0,2.0
60741,9.0,4.5,3.0,2.25,2.25
92923,5.0,5.0,5.0,5.0,2.5
33768,1.0,1.0,1.0,1.0,1.0
65661,10.0,10.0,10.0,10.0,5.0
39389,1.0,1.0,1.0,1.0,1.0
99839,17.0,17.0,17.0,17.0,17.0
42362,19.0,9.5,3.8,1.4615384615384615,1.4615384615384615
03118,11.0,11.0,11.0,11.0,11.0
17682,241.0,241.0,120.5,30.125,20.083333333333332
73252,10.0,10.0,10.0,10.0,10.0
20398,2.0,2.0,2.0,2.0,2.0
62147,1.0,1.0,1.0,1.0,1.0
78902,34.0,17.0,5.666666666666667,2.6153846153846154,1.4782608695652173
13738,7.0,3.5,2.3333333333333335,2.3333333333333335,1.4
68424,2.0,2.0,1.0,1.0,1.0
51588,89.0,89.0,89.0,17.8,11.125
39782,12.0,12.0,4.0,2.4,1.7142857142857142
20811,37.0,37.0,37.0,37.0,9.25
02992,3.0,1.5,1.5,1.5,1.5
23879,2.0,2.0,2.0,2.0,2.0
33982,3.0,3.0,1.5,1.0,1.0
30390,8.0,4.0,2.0,1.1428571428571428,1.1428571428571428
54856,4.0,4.0,4.0,4.0,2.0
44203,5.0,5.0,5.0,5.0,2.5
51116,3.0,3.0,1.5,1.0,1.0
50701,18.0,18.0,9.0,6.0,4.5
61180,18.0,18.0,6.0,3.0,1.5
54026,2.0,2.0,2.0,2.0,2.0
49774,53.0,53.0,53.0,10.6,5.888888888888889
62852,49.0,49.0,49.0,9.8,4.454545454545454
93910,13.0,13.0,3.25,1.4444444444444444,1.3
39924,1.0,1.0,1.0,1.0,1.0
29498,1.0,1.0,1.0,1.0,1.0
67029,119.0,119.0,119.0,19.833333333333332,14.875
01076,1.0,1.0,1.0,1.0,1.0
10833,2.0,2.0,1.0,1.0,1.0
33786,7.0,7.0,7.0,2.3333333333333335,1.75
41633,4.0,4.0,4.0,4.0,4.0
90279,1.0,1.0,1.0,1.0,1.0
19135,5.0,5.0,5.0,2.5,1.6666666666666667
11788,1.0,1.0,1.0,1.0,1.0
77039,8.0,4.0,2.6666666666666665,1.6,1.6
02211,1.0,1.0,1.0,1.0,1.0
25692,2.0,2.0,2.0,1.0,1.0
55108,29.0,14.5,4.833333333333333,2.9,2.6363636363636362
00183,36.0,18.0,7.2,5.142857142857143,4.5
28263,13.0,13.0,4.333333333333333,1.4444444444444444,1.3
28757,3.0,1.5,1.5,1.0,1.0
60687,11.0,11.0,11.0,5.5,2.75
82909,30.0,15.0,5.0,2.5,1.4285714285714286
66826,10.0,10.0,10.0,5.0,5.0
69297,1.0,1.0,1.0,1.0,1.0
42533,3.0,3.0,3.0,3.0,1.5
29175,6.0,3.0,3.0,3.0,1.5
62520,33.0,33.0,6.6,3.6666666666666665,2.75
62079,5.0,2.5,2.5,2.5,2.5
48616,6.0,6.0,6.0,2.0,1.5
32890,5.0,5.0,5.0,2.5,1.25
10980,5.0,5.0,5.0,5.0,5.0
48348,1.0,1.0,1.0,1.0,1.0
51792,10.0,5.0,3.3333333333333335,3.3333333333333335,1.4285714285714286
62660,13.0,6.5,2.6,2.1666666666666665,1.8571428571428572
64562,13.0,13.0,6.5,6.5,4.333333333333333
93832,2.0,2.0,2.0,1.0,1.0
79083,5.0,5.0,5.0,2.5,2.5
85437,5.0,5.0,5.0,2.5,1.25
93449,3.0,3.0,3.0,3.0,3.0
46629,13.0,13.0,6.5,4.333333333333333,2.1666666666666665
73468,5.0,5.0,5.0,2.5,2.5
12934,7.0,7.0,7.0,7.0,7.0
04585,32.0,32.0,6.4,3.5555555555555554,2.1333333333333333
35965,5.0,2.5,2.5,2.5,1.6666666666666667
50972,2.0,2.0,2.0,2.0,1.0
08786,18.0,9.0,4.5,2.5714285714285716,2.25
82694,4.0,4.0,4.0,2.0,2.0
51521,4.0,4.0,2.0,2.0,2.0
19209,5.0,5.0,5.0,1.6666666666666667,1.6666666666666667
58566,9.0,9.0,9.0,4.5,4.5
71952,9.0,9.0,9.0,4.5,3.0
65729,1.0,1.0,1.0,1.0,1.0
39748,2.0,2.0,2.0,1.0,1.0
13766,1.0,1.0,1.0,1.0,1.0
50166,3.0,3.0,3.0,3.0,3.0
63764,9.0,9.0,4.5,3.0,1.8
93648,14.0,14.0,14.0,7.0,4.666666666666667
49495,34.0,11.333333333333334,5.666666666666667,2.125,1.7
62467,17.0,17.0,17.0,5.666666666666667,3.4
39300,18.0,18.0,18.0,6.0,2.0
30820,4.0,4.0,4.0,2.0,2.0
51280,5.0,2.5,1.25,1.25,1.25
19195,1.0,1.0,1.0,1.0,1.0
81450,4.0,4.0,4.0,4.0,4.0
81546,4.0,2.0,2.0,2.0,2.0
58159,53.0,53.0,53.0,8.833333333333334,3.533333333333333
40520,1.0,1.0,1.0,1.0,1.0
30168,1.0,1.0,1.0,1.0,1.0
49179,3.0,3.0,1.5,1.0,1.0
48278,1.0,1.0,1.0,1.0,1.0
74921,2.0,2.0,2.0,2.0,1.0
80929,4.0,4.0,4.0,2.0,1.3333333333333333
06898,14.0,7.0,3.5,3.5,3.5
85395,4.0,4.0,4.0,4.0,2.0
14886,1.0,1.0,1.0,1.0,1.0
71281,2.0,2.0,2.0,2.0,2.0
46810,7.0,7.0,3.5,2.3333333333333335,2.3333333333333335
34144,47.0,47.0,47.0,11.75,4.2727272727272725
64670,50.0,16.666666666666668,7.142857142857143,4.545454545454546,2.7777777777777777
48315,1.0,1.0,1.0,1.0,1.0
62252,1.0,1.0,1.0,1.0,1.0
69650,1.0,1.0,1.0,1.0,1.0
44026,6.0,3.0,2.0,2.0,1.5
51711,6.0,6.0,6.0,2.0,1.5
53019,17.0,17.0,17.0,8.5,5.666666666666667
90508,6.0,3.0,3.0,3.0,2.0
93524,1.0,1.0,1.0,1.0,1.0
97275,1.0,1.0,1.0,1.0,1.0
92370,9.0,9.0,9.0,3.0,2.25
46273,10.0,5.0,2.5,2.0,1.4285714285714286
41302,4.0,4.0,4.0,1.3333333333333333,1.3333333333333333
16801,33.0,33.0,33.0,33.0,33.0
08952,11.0,11.0,2.75,1.5714285714285714,1.2222222222222223
20677,17.0,17.0,17.0,4.25,2.4285714285714284
46896,2.0,2.0,2.0,1.0,1.0
47961,3.0,3.0,3.0,3.0,1.5
55393,4.0,2.0,2.0,2.0,2.0
05025,1.0,1.0,1.0,1.0,1.0
40343,3.0,3.0,1.5,1.5,1.0
64327,2.0,2.0,2.0,2.0,1.0
01924,4.0,4.0,4.0,2.0,2.0
04478,1.0,1.0,1.0,1.0,1.0
27443,1.0,1.0,1.0,1.0,1.0
90613,2.0,2.0,2.0,2.0,2.0
22826,2.0,2.0,2.0,2.0,1.0
41386,4.0,4.0,4.0,4.0,4.0
24843,14.0,14.0,14.0,2.8,1.5555555555555556
29315,2.0,2.0,2.0,2.0,2.0
52980,2.0,2.0,2.0,2.0,2.0
87133,5.0,5.0,5.0,5.0,5.0
53185,2.0,2.0,2.0,2.0,2.0
88572,2.0,2.0,2.0,1.0,1.0
64055,1.0,1.0,1.0,1.0,1.0
75750,16.0,16.0,16.0,5.333333333333333,3.2
67866,1.0,1.0,1.0,1.0,1.0
22926,23.0,23.0,23.0,4.6,3.8333333333333335
06321,1.0,1.0,1.0,1.0,1.0
19738,4.0,4.0,1.3333333333333333,1.3333333333333333,1.3333333333333333
09586,20.0,20.0,20.0,5.0,3.3333333333333335
05960,1.0,1.0,1.0,1.0,1.0
31511,1.0,1.0,1.0,1.0,1.0
76687,15.0,15.0,15.0,5.0,5.0
79400,29.0,29.0,29.0,9.666666666666666,4.833333333333333
15777,2.0,2.0,2.0,2.0,2.0
27409,1.0,1.0,1.0,1.0,1.0
41702,16.0,16.0,16.0,8.0,8.0
78138,5.0,5.0,5.0,1.25,1.25
72210,1.0,1.0,1.0,1.0,1.0
09779,96.0,96.0,96.0,19.2,10.666666666666666
07777,8.0,8.0,8.0,8.0,8.0
40831,9.0,9.0,9.0,9.0,4.5
02182,5.0,5.0,5.0,2.5,1.25
42033,8.0,4.0,4.0,2.6666666666666665,2.6666666666666665
47974,25.0,25.0,25.0,5.0,2.7777777777777777
52043,7.0,7.0,7.0,7.0,2.3333333333333335
36955,1.0,1.0,1.0,1.0,1.0
09080,8.0,8.0,8.0,4.0,4.0
56856,4.0,4.0,2.0,2.0,1.3333333333333333
77647,28.0,28.0,5.6,1.6470588235294117,1.4736842105263157
73102,5.0,5.0,5.0,5.0,5.0
03484,7.0,7.0,7.0,7.0,7.0
62100,15.0,7.5,3.0,2.142857142857143,1.6666666666666667
26450,6.0,6.0,6.0,6.0,6.0
05409,18.0,9.0,4.5,3.0,2.25
93066,4.0,4.0,4.0,2.0,1.3333333333333333
74701,12.0,12.0,12.0,6.0,6.0
00225,10.0,10.0,10.0,5.0,5.0
20207,15.0,7.5,3.0,1.6666666666666667,1.5
50052,9.0,9.0,9.0,1.8,1.8
68737,11.0,11.0,11.0,3.6666666666666665,1.8333333333333333
31234,35.0,35.0,35.0,7.0,2.9166666666666665
44096,12.0,12.0,6.0,6.0,6.0
28200,16.0,8.0,3.2,2.0,1.7777777777777777
85268,6.0,6.0,6.0,3.0,3.0
14877,36.0,36.0,36.0,9.0,6.0
83556,110.0,55.0,22.0,11.0,8.461538461538462
32328,10.0,10.0,10.0,5.0,3.3333333333333335
29370,18.0,18.0,9.0,6.0,6.0
33932,10.0,10.0,10.0,2.5,2.0
12436,17.0,17.0,17.0,8.5,4.25
29578,3.0,3.0,3.0,3.0,3.0
47312,4.0,4.0,4.0,1.3333333333333333,1.3333333333333333
07771,18.0,18.0,18.0,9.0,9.0
47225,9.0,9.0,2.25,1.8,1.5
46050,17.0,17.0,5.666666666666667,3.4,2.125
38752,48.0,48.0,48.0,48.0,48.0
86945,3.0,3.0,3.0,1.5,1.5
67186,16.0,16.0,4.0,3.2,2.6666666666666665
37473,22.0,22.0,22.0,7.333333333333333,3.6666666666666665
73342,7.0,7.0,7.0,2.3333333333333335,2.3333333333333335
88339,1.0,1.0,1.0,1.0,1.0
88440,4.0,4.0,4.0,2.0,2.0
47549,50.0,25.0,10.0,4.545454545454546,2.9411764705882355
49072,2.0,2.0,1.0,1.0,1.0
66784,19.0,19.0,19.0,6.333333333333333,3.1666666666666665
54076,6.0,3.0,2.0,2.0,2.0
90119,18.0,18.0,18.0,9.0,4.5
20485,5.0,5.0,1.25,1.25,1.25
99254,2.0,2.0,2.0,2.0,1.0
13280,2.0,1.0,1.0,1.0,1.0
38138,2.0,2.0,2.0,2.0,2.0
77146,13.0,13.0,13.0,6.5,4.333333333333333
98002,21.0,21.0,21.0,7.0,3.5
03489,10.0,10.0,10.0,5.0,3.3333333333333335
49257,2.0,2.0,2.0,2.0,2.0
61714,11.0,11.0,11.0,5.5,5.5
62825,2.0,1.0,1.0,1.0,1.0
16099,5.0,2.5,1.6666666666666667,1.6666666666666667,1.6666666666666667
86298,4.0,4.0,4.0,4.0,4.0
80363,2.0,2.0,2.0,2.0,1.0
28377,18.0,18.0,18.0,3.6,3.0
05135,6.0,6.0,6.0,2.0,1.0
23028,26.0,26.0,26.0,8.666666666666666,5.2
09997,5.0,5.0,1.6666666666666667,1.6666666666666667,1.0
04721,1.0,1.0,1.0,1.0,1.0
42942,3.0,1.5,1.5,1.5,1.0
77955,28.0,28.0,14.0,7.0,4.666666666666667
51127,11.0,5.5,1.8333333333333333,1.5714285714285714,1.375
45160,8.0,8.0,2.6666666666666665,2.0,2.0
24043,223.0,223.0,223.0,37.166666666666664,18.583333333333332
69637,2.0,2.0,1.0,1.0,1.0
42423,3.0,3.0,3.0,3.0,3.0
53241,7.0,7.0,3.5,2.3333333333333335,1.75
53190,3.0,1.5,1.0,1.0,1.0
35116,11.0,5.5,5.5,5.5,5.5
27388,30.0,30.0,30.0,15.0,10.0
19618,1.0,1.0,1.0,1.0,1.0
62999,15.0,15.0,15.0,15.0,7.5
24607,22.0,22.0,22.0,4.4,3.6666666666666665
23793,12.0,12.0,4.0,1.2,1.0
95431,8.0,8.0,4.0,4.0,4.0
51597,1.0,1.0,1.0,1.0,1.0
59468,3.0,1.5,1.5,1.5,1.0
52941,4.0,4.0,1.3333333333333333,1.0,1.0
28580,2.0,2.0,2.0,1.0,1.0
76590,1.0,1.0,1.0,1.0,1.0
73524,8.0,8.0,8.0,2.6666666666666665,2.0
75704,1.0,1.0,1.0,1.0,1.0
41419,15.0,15.0,15.0,3.0,1.875
24402,12.0,12.0,12.0,6.0,3.0
31254,2.0,2.0,2.0,2.0,2.0
04003,1.0,1.0,1.0,1.0,1.0
44154,1.0,1.0,1.0,1.0,1.0
98095,16.0,16.0,5.333333333333333,4.0,2.0
69929,3.0,3.0,3.0,1.5,1.5
87153,1.0,1.0,1.0,1.0,1.0
82963,8.0,8.0,8.0,2.6666666666666665,1.6
81067,5.0,5.0,5.0,5.0,2.5
11365,1.0,1.0,1.0,1.0,1.0
80560,3.0,3.0,3.0,1.5,1.5
82131,9.0,4.5,4.5,3.0,1.5
93169,15.0,15.0,15.0,3.75,2.5
78825,3.0,1.5,1.5,1.5,1.5
88391,1.0,1.0,1.0,1.0,1.0
22199,2.0,2.0,2.0,2.0,1.0
72974,1.0,1.0,1.0,1.0,1.0
45051,18.0,18.0,18.0,6.0,1.6363636363636365
38567,5.0,5.0,5.0,1.6666666666666667,1.25
68351,1.0,1.0,1.0,1.0,1.0
46125,2.0,2.0,2.0,2.0,2.0
02514,17.0,8.5,8.5,8.5,4.25
46043,5.0,5.0,5.0,1.25,1.0
30992,13.0,13.0,13.0,2.6,2.6
01187,5.0,5.0,2.5,1.6666666666666667,1.0
