director_name,duration,movie_title,country,imdb_score
Michael Mayer,95,Flicka ,USA,6.2
Martin Weisz,89,The Hills Have Eyes II ,USA,5.1
John Ottman,97,Urban Legends: Final Cut ,USA,4.1
Jay Russell,90,Tuck Everlasting ,USA,6.7
John Bonito,92,The Marine ,USA,4.7
Peter Atencio,100,Keanu ,USA,6.4
Shana Feste,117,Country Strong ,Official site,6.3
David Nutter,84,Disturbing Behavior ,Australia,5.5
Derek Cianfrance,140,The Place Beyond the Pines ,USA,7.3
Roger Donaldson,108,The November Man ,USA,6.3
Stephan Elliott,109,Eye of the Beholder ,Canada,4.9
Kathryn Bigelow,131,The Hurt Locker ,USA,7.6
Mark L. Lester,114,Firestarter ,USA,6.0
Andrew Dominik,97,Killing Them Softly ,USA,6.2
Anton Corbijn,122,A Most Wanted Man ,UK,6.8
Tom Green,87,Freddy Got Fingered ,USA,4.5
Mike Nawrocki,85,The Pirates Who Don't Do Anything: A VeggieTales Movie ,USA,5.7
Catherine Owens,85,U2 3D ,USA,8.4
Douglas Aarniokoski,101,Highlander: Endgame ,USA,4.6
Bryan Barber,121,Idlewild ,USA,6.2
Lone Scherfig,107,One Day ,USA,7.0
Drew Barrymore,111,Whip It ,USA,6.9
Brian Koppelman,92,Knockaround Guys ,USA,6.1
James Foley,97,Confidence ,USA,6.7
Albert Brooks,97,The Muse ,USA,5.6
Irwin Winkler,125,De-Lovely ,USA,6.6
Woody Allen,124,New York Stories ,USA,6.4
Steve Gomer,76,Barney's Great Adventure ,Canada,2.8
RZA,107,The Man with the Iron Fists ,USA,5.4
Dean Parisot,91,Home Fries ,USA,5.0
Mark Piznarski,96,Here on Earth ,USA,5.1
Terry Gilliam,142,Brazil ,UK,8.0
Sean McNamara,103,Raise Your Voice ,USA,5.9
"",60,The Dead Zone ,Canada,7.5
Joel Coen,117,The Big Lebowski ,USA,8.2
Craig Brewer,116,Black Snake Moan ,USA,7.0
Ron Shelton,118,Dark Blue ,USA,6.6
Michael Winterbottom,108,A Mighty Heart ,USA,6.7
David Raynr,94,Whatever It Takes ,USA,5.5
Mort Nathan,97,Boat Trip ,USA,4.9
Oliver Parker,97,The Importance of Being Earnest ,UK,6.9
Dan Curtis,99,The Love Letter ,USA,7.4
Wil Shriner,91,Hoot ,USA,5.6
Martin McDonagh,107,In Bruges ,UK,8.0
Tina Gordon Chism,95,Peeples ,USA,5.3
Peter Cattaneo,102,The Rocker ,USA,6.2
Vicky Jenson,88,Post Grad ,USA,5.3
Gus Van Sant,106,Promised Land ,USA,6.6
Woody Allen,92,Whatever Works ,USA,7.2
Mary Lambert,105,The In Crowd ,USA,4.6
Tommy Lee Jones,107,Three Burials ,France,7.5
Peter Kassovitz,120,Jakob the Liar ,France,6.5
Shane Black,103,Kiss Kiss Bang Bang ,USA,7.6
Rodman Flender,92,Idle Hands ,USA,6.2
David Lynch,147,Mulholland Drive ,France,8.0
Katja von Garnier,98,Blood and Chocolate ,USA,5.5
Woody Allen,98,You Will Meet a Tall Dark Stranger ,USA,6.3
Mark Romanek,103,Never Let Me Go ,UK,7.2
"",286,The Company ,USA,7.9
Brad Anderson,111,Transsiberian ,Spain,6.7
Michael Chapman,98,The Clan of the Cave Bear ,USA,5.3
Antonio Banderas,111,Crazy in Alabama ,USA,6.3
Michael Haneke,111,Funny Games ,USA,6.5
Khalil Sullins,100,Listening ,Cambodia,5.6
Atom Egoyan,116,Felicia's Journey ,Canada,7.0
Fritz Lang,145,Metropolis ,Germany,8.3
Pierre Morel,84,District B13 ,France,7.2
Gary Fleder,115,Things to Do in Denver When You're Dead ,USA,6.8
Hsiao-Hsien Hou,105,The Assassin ,Taiwan,6.4
Gregor Jordan,98,Buffalo Soldiers ,UK,6.9
Andrey Zvyagintsev,99,The Return ,Russia,8.0
Tony Jaa,110,Ong-bak 2 ,Thailand,6.2
Neil Marshall,97,Centurion ,UK,6.4
Russell Mulcahy,88,Silent Trigger ,Canada,5.6
Ryûhei Kitamura,103,The Midnight Meat Train ,USA,6.1
Darrell Roodt,104,Winnie Mandela ,South Africa,6.0
Dito Montiel,90,The Son of No One ,USA,5.1
Stefan Ruzowitzky,105,All the Queen's Men ,Germany,4.5
Jake Paltrow,93,The Good Night ,USA,5.9
Juraj Jakubisko,141,Bathory: Countess of Blood ,Slovakia,6.0
Anthony Silverston,85,Khumba ,South Africa,5.8
Gabe Ibáñez,109,Automata ,Bulgaria,6.1
Gerry Lively,105,Dungeons & Dragons: Wrath of the Dragon God ,Germany,4.9
Daniele Luchetti,98,Chiamatemi Francesco - Il Papa della gente ,Italy,5.7
Tung-Shing Yee,119,Shinjuku Incident ,Hong Kong,7.1
Julien Temple,124,Pandaemonium ,UK,6.6
Harold Ramis,101,Groundhog Day ,USA,8.1
Gregory Jacobs,115,Magic Mike XXL ,USA,5.7
Baz Luhrmann,120,Romeo + Juliet ,USA,6.8
Gilles Paquet-Brenner,111,Sarah's Key ,France,7.5
Peter Cousens,94,Freedom ,USA,6.2
Clint Eastwood,131,Unforgiven ,USA,8.3
Lars von Trier,139,Manderlay ,Denmark,7.4
Danny Boyle,120,Slumdog Millionaire ,UK,8.0
Adrian Lyne,119,Fatal Attraction ,USA,6.9
Garry Marshall,125,Pretty Woman ,USA,6.9
John Blanchard,65,Towering Inferno ,Canada,9.5
John Cornell,108,Crocodile Dundee II ,Australia,5.5
Vidhu Vinod Chopra,101,Broken Horses ,USA,5.7
Oliver Stone,145,Born on the Fourth of July ,USA,7.2
Jon Turteltaub,98,Cool Runnings ,USA,6.9
Patrick Lussier,101,My Bloody Valentine ,USA,5.5
Ole Bornedal,92,The Possession ,USA,5.9
Ted Kotcheff,93,First Blood ,USA,7.7
Sylvain White,109,Stomp the Yard ,USA,5.2
Lewis Gilbert,123,The Spy Who Loved Me ,UK,7.1
"",60,Ghost Hunters ,USA,6.6
Jamie Blanks,99,Urban Legend ,USA,5.5
Stephen Frears,119,Dangerous Liaisons ,USA,7.7
Tyler Perry,110,Good Deeds ,USA,5.4
Randal Kleiser,107,White Fang ,USA,6.7
Bruce McCulloch,81,Superstar ,USA,5.0
Phyllida Lloyd,105,The Iron Lady ,UK,6.4
Mike Nawrocki,82,Jonah: A VeggieTales Movie ,USA,6.6
John Singleton,109,Poetic Justice ,USA,5.9
Kevin Bray,95,All About the Benjamins ,USA,5.7
Wes Craven,100,Vampire in Brooklyn ,USA,4.5
John Boorman,118,Exorcist II: The Heretic ,USA,3.7
Courtney Solomon,91,An American Haunting ,UK,5.0
David Zucker,90,My Boss's Daughter ,USA,4.6
David Twohy,108,A Perfect Getaway ,USA,6.5
Rick Famuyiwa,103,Our Family Wedding ,USA,4.9
Alan Cohn,96,Dead Man on Campus ,USA,6.0
Franco Zeffirelli,117,Tea with Mussolini ,Italy,6.9
Tom Holland,93,Thinner ,USA,5.7
Martin Scorsese,136,"New York, New York ",USA,6.7
Spike Lee,115,Crooklyn ,USA,6.9
Chris Rock,94,I Think I Love My Wife ,USA,5.5
James Isaac,85,Jason X ,USA,4.4
Shawn Levy,88,Big Fat Liar ,USA,5.4
Emilio Estevez,112,Bobby ,USA,7.0
Mark Waters,86,Head Over Heels ,USA,5.4
Josh Schwartz,86,Fun Size ,USA,5.4
Julian Schnabel,112,The Diving Bell and the Butterfly ,France,8.0
Todd Field,137,Little Children ,USA,7.6
Davis Guggenheim,90,Gossip ,USA,5.9
Tony Goldwyn,107,A Walk on the Moon ,USA,6.6
Phillip Noyce,98,Catch a Fire ,France,6.7
Stephen Carpenter,84,Soul Survivors ,USA,3.9
James Ivory,139,Jefferson in Paris ,France,5.7
Stephan Elliott,97,Easy Virtue ,UK,6.7
James Fargo,127,Caravans ,Iran,6.5
Mike Leigh,150,Mr. Turner ,UK,6.8
Alain Resnais,104,Wild Grass ,France,6.3
Costa-Gavras,132,Amen. ,France,7.3
Chao-Bin Su,117,Reign of Assassins ,China,6.9
Neil Burger,115,The Lucky Ones ,USA,7.0
Kenneth Lonergan,186,Margaret ,USA,6.5
Bo Zenga,90,Stan Helsing ,Canada,3.6
Rob Reiner,90,Flipped ,USA,7.7
Ang Lee,134,Brokeback Mountain ,USA,7.7
Jonathan Liebesman,101,Teenage Mutant Ninja Turtles ,USA,5.9
Amy Heckerling,97,Clueless ,USA,6.8
Todd Haynes,107,Far from Heaven ,USA,7.4
Steve Pink,99,Hot Tub Time Machine 2 ,USA,5.1
"",55,Dekalog ,Poland,9.1
Philip Kaufman,124,Quills ,UK,7.4
Martin McDonagh,110,Seven Psychopaths ,UK,7.2
Kasi Lemmons,105,The Caveman's Valentine ,USA,6.0
"",41,The Border ,Poland,7.4
Oliver Hirschbiegel,178,Downfall ,Germany,8.3
Alejandro Amenábar,125,The Sea Inside ,Spain,8.1
Jonathan Glazer,108,Under the Skin ,UK,6.3
Barry Levinson,121,"Good Morning, Vietnam ",USA,7.3
Hyung-rae Shim,100,The Last Godfather ,South Korea,3.6
Jon M. Chu,115,Justin Bieber: Never Say Never ,USA,1.6
Darren Aronofsky,108,Black Swan ,USA,8.0
José Padilha,117,RoboCop ,USA,6.2
Francis Ford Coppola,220,The Godfather: Part II ,USA,9.0
Thomas Carter,112,Save the Last Dance ,USA,6.1
Renny Harlin,99,A Nightmare on Elm Street 4: The Dream Master ,USA,5.7
Patricia Riggen,109,Miracles from Heaven ,USA,6.8
Danny Leiner,83,"Dude, Where's My Car? ",USA,5.5
Christopher Cain,107,Young Guns ,USA,6.8
Theodore Melfi,102,St. Vincent ,USA,7.3
Steve Pink,100,About Last Night ,USA,6.1
Gil Junger,97,10 Things I Hate About You ,USA,7.2
Ed Decter,92,The New Guy ,USA,5.9
Gene Quintano,84,Loaded Weapon 1 ,USA,6.1
Jaume Collet-Serra,86,The Shallows ,USA,6.8
Eric Bress,120,The Butterfly Effect ,USA,7.7
Chris Koch,89,Snow Day ,USA,4.9
Preston A. Whitmore II,117,This Christmas ,USA,6.1
Bob Clark,97,Baby Geniuses ,USA,2.5
Kirk Wong,91,The Big Hit ,USA,6.1
Bronwen Hughes,100,Harriet the Spy ,USA,5.9
John Lafia,72,Child's Play 2 ,USA,5.7
Sam Miller,84,No Good Deed ,USA,5.6
Frank Darabont,126,The Mist ,USA,7.2
Alex Garland,108,Ex Machina ,UK,7.7
Spike Jonze,112,Being John Malkovich ,USA,7.8
Mark Brown,90,Two Can Play That Game ,USA,6.1
Dave Green,91,Earth to Echo ,USA,5.8
John Stockwell,135,Crazy/Beautiful ,USA,6.5
Clint Eastwood,141,Letters from Iwo Jima ,USA,7.9
Michael Polish,104,The Astronaut Farmer ,USA,6.3
Daisy von Scherler Mayer,84,Woo ,USA,3.8
Lenny Abrahamson,118,Room ,Ireland,8.3
Bob Saget,82,Dirty Work ,Canada,6.4
John Waters,95,Serial Mom ,USA,6.7
Andrew Fleming,94,Dick ,France,6.1
Niels Arden Oplev,88,Del 1 - Män som hatar kvinnor ,Sweden,8.1
Craig Bolotin,99,Light It Up ,USA,6.0
Mark Christopher,121,54 ,USA,5.8
Blair Hayes,84,Bubble Boy ,USA,5.6
Jez Butterworth,93,Birthday Girl ,UK,6.1
Jon Lucas,93,21 & Over ,USA,5.9
Olivier Assayas,120,"Paris, je t'aime ",France,7.3
Rod Lurie,112,Resurrecting the Champ ,USA,6.8
Paul Weitz,107,Admission ,USA,5.7
Patrice Leconte,112,The Widow of Saint-Pierre ,France,7.3
Atom Egoyan,96,Chloe ,USA,6.3
Paul Mazursky,91,Faithful ,USA,5.9
Jim Sheridan,105,Brothers ,USA,7.1
Sidney Lumet,125,Find Me Guilty ,Germany,7.1
Stephen Chbosky,102,The Perks of Being a Wallflower ,USA,8.0
Jon Hess,87,Excessive Force ,USA,5.1
Douglas McGrath,118,Infamous ,USA,7.1
Michael Winterbottom,115,The Claim ,UK,6.5
Mark Neveldine,91,The Vatican Tapes ,USA,4.5
Joe Cornish,88,Attack the Block ,UK,6.6
Angelina Jolie Pitt,127,In the Land of Blood and Honey ,USA,4.3
Brad Anderson,94,The Call ,USA,6.7
John H. Lee,115,Operation Chromite ,South Korea,6.8
John Stainton,90,The Crocodile Hunter: Collision Course ,Australia,5.4
Glenn Ficarra,102,I Love You Phillip Morris ,France,6.6
Jean-Jacques Annaud,100,Quest for Fire ,Canada,7.4
Denzel Washington,117,Antwone Fisher ,USA,7.3
Michael Hoffman,109,The Emperor's Club ,USA,6.9
Tony Scott,121,True Romance ,USA,8.0
Benedek Fliegauf,111,Womb ,Germany,6.4
James Foley,100,Glengarry Glen Ross ,USA,7.8
Michael Winterbottom,109,The Killer Inside Me ,USA,6.1
Paul Schrader,93,Cat People ,USA,6.1
Stewart Hendler,101,Sorority Row ,USA,5.1
John Cromwell,101,The Prisoner of Zenda ,USA,7.8
Craig Gillespie,106,Lars and the Real Girl ,USA,7.4
Mark Herman,94,The Boy in the Striped Pajamas ,UK,7.8
Lars von Trier,140,Dancer in the Dark ,Denmark,8.0
Gillian Armstrong,132,Oscar and Lucinda ,USA,6.7
Abel Ferrara,99,The Funeral ,USA,6.6
Brian Koppelman,90,Solitary Man ,USA,6.4
Ethan Maniquis,105,Machete ,USA,6.7
George Hickenlooper,108,Casino Jack ,Canada,6.2
Don Bluth,69,The Land Before Time ,USA,7.3
Je-kyu Kang,148,Tae Guk Gi: The Brotherhood of War ,South Korea,8.1
William Dear,118,The Perfect Game ,Canada,7.0
William Friedkin,132,The Exorcist ,USA,8.0
Steven Spielberg,130,Jaws ,USA,8.0
Paul Weitz,95,American Pie ,USA,7.0
Stéphane Aubier,80,Ernest & Celestine ,France,7.9
Michael Ritchie,94,The Golden Child ,USA,5.9
Tim Story,122,Think Like a Man ,USA,6.6
Tim Story,102,Barbershop ,USA,6.3
Nicholas Meyer,116,Star Trek II: The Wrath of Khan ,USA,7.7
Tom Shadyac,78,Ace Ventura: Pet Detective ,USA,6.9
John Badham,114,WarGames ,USA,7.1
Peter Weir,112,Witness ,USA,7.4
Mike McCoy,110,Act of Valor ,USA,6.5
Anne Fletcher,104,Step Up ,USA,6.5
Mike Judge,81,Beavis and Butt-Head Do America ,USA,6.8
Quentin Tarantino,154,Jackie Brown ,USA,7.5
Jon Hurwitz,102,Harold & Kumar Escape from Guantanamo Bay ,USA,6.6
Josh Trank,89,Chronicle ,USA,7.1
Barbra Streisand,132,Yentl ,UK,6.6
Terry Gilliam,103,Time Bandits ,UK,7.0
Tamra Davis,93,Crossroads ,USA,3.3
Nima Nourizadeh,93,Project X ,USA,6.7
Franklin J. Schaffner,172,Patton ,USA,8.0
Mark Romanek,96,One Hour Photo ,USA,6.8
John Erick Dowdle,89,Quarantine ,USA,6.0
David Moreau,92,The Eye ,USA,5.4
Christopher Erskin,97,Johnson Family Vacation ,USA,4.3
Jesse Dylan,93,How High ,USA,6.2
Brian Henson,89,The Muppet Christmas Carol ,USA,7.7
Martin Campbell,144,Casino Royale ,UK,8.0
Julie Taymor,123,Frida ,USA,7.4
Dan Cutforth,93,Katy Perry: Part of Me ,USA,5.9
Josh Boone,133,The Fault in Our Stars ,USA,7.8
John Dahl,121,Rounders ,USA,7.4
Chris Rock,102,Top Five ,USA,6.5
John Frankenheimer,102,Prophecy ,USA,5.4
David Koepp,99,Stir of Echoes ,USA,7.0
"",55,Spartacus: War of the Damned ,USA,8.6
Stephen Frears,98,Philomena ,UK,7.6
Mike Binder,118,The Upside of Anger ,USA,6.9
Franklin J. Schaffner,125,The Boys from Brazil ,UK,7.0
Elizabeth Allen Rosenbaum,104,Aquamarine ,USA,5.3
Jake Schreier,109,Paper Towns ,USA,6.4
Cheryl Dunye,86,My Baby's Daddy ,USA,4.5
Alexander Payne,115,Nebraska ,USA,7.8
Ernest R. Dickerson,92,Tales from the Crypt: Demon Knight ,USA,6.7
Tim Hill,91,Max Keeble's Big Move ,USA,5.3
Jason Reitman,94,Young Adult ,USA,6.3
Mark Neveldine,93,Crank ,USA,7.0
Lionel C. Martin,93,How to Be a Player ,USA,5.3
Richard LaGravenese,100,Living Out Loud ,USA,6.6
Sanaa Hamri,100,Just Wright ,USA,5.8
Jonathan Demme,113,Rachel Getting Married ,USA,6.7
Bob Rafelson,122,The Postman Always Rings Twice ,USA,6.6
Peter Webber,100,Girl with a Pearl Earring ,UK,7.0
Wolfgang Petersen,293,Das Boot ,West Germany,8.4
John Lee Hancock,137,The Alamo ,USA,6.0
Wallace Wolodarsky,93,Sorority Boys ,USA,5.4
Richard Curtis,123,About Time ,UK,7.8
Yimou Zhang,119,House of Flying Daggers ,China,7.6
Nicholas Jarecki,107,Arbitrage ,USA,6.6
Dean Israelite,106,Project Almanac ,USA,6.4
Darnell Martin,109,Cadillac Records ,USA,7.0
Scott Alexander,81,Screwed ,USA,5.7
Stuart Gordon,95,Fortress ,Australia,5.9
Christopher Guest,86,For Your Consideration ,USA,6.3
Woody Allen,113,Celebrity ,USA,6.3
Ryan Murphy,122,Running with Scissors ,USA,6.2
Robert Iscove,90,From Justin to Kelly ,USA,2.1
Spike Lee,108,Girl 6 ,USA,5.0
Jane Campion,113,In the Cut ,Australia,5.3
James Gray,110,Two Lovers ,USA,7.1
Fred Schepisi,109,Last Orders ,UK,7.0
Joon-ho Bong,110,The Host ,South Korea,7.0
Roger Spottiswoode,100,The Pursuit of D.B. Cooper ,USA,5.7
Antonia Bird,101,Ravenous ,Czech Republic,7.1
Jon Poll,97,Charlie Bartlett ,USA,7.0
Paolo Sorrentino,172,The Great Beauty ,Italy,7.7
Peter Care,104,The Dangerous Lives of Altar Boys ,USA,7.1
Chan-wook Park,99,Stoker ,UK,6.8
Kar-Wai Wong,129,2046 ,Hong Kong,7.5
Ira Sachs,91,Married Life ,USA,6.3
Carroll Ballard,100,Duma ,USA,7.3
Neil Jordan,111,Ondine ,Ireland,6.8
Takeshi Kitano,114,Brother ,USA,7.2
Anthony Russo,86,Welcome to Collinwood ,USA,6.4
Sidney Lumet,107,Critical Care ,Australia,6.0
Vadim Perelman,90,The Life Before Her Eyes ,USA,6.4
Lawrence Kasdan,103,Darling Companion ,USA,5.1
Marco Kreuzpaintner,120,Trade ,Germany,7.5
Lajos Koltai,134,Fateless ,Hungary,7.1
Alan Rudolph,110,Breakfast of Champions ,USA,4.6
Yimou Zhang,95,"A Woman, a Gun and a Noodle Shop ",China,5.7
Vincenzo Natali,95,Cypher ,USA,6.8
Chuan Lu,132,City of Life and Death ,China,7.7
Tim Johnson,94,Home ,USA,6.7
Lijun Sun,89,Legend of Kung Fu Rabbit ,China,3.2
Takashi Yamazaki,138,Space Battleship Yamato ,Japan,6.1
Renny Harlin,113,5 Days of War ,Georgia,5.6
Christopher Smith,99,Triangle ,UK,6.9
Timothy Hines,111,10 Days in a Madhouse ,USA,7.5
Randall Wallace,99,Heaven Is for Real ,USA,5.8
Guy Ritchie,104,Snatch ,UK,8.3
David Winters,89,Dancin' It's On ,USA,2.8
Mary Lambert,103,Pet Sematary ,USA,6.6
Akira Kurosawa,134,Madadayo ,Japan,7.5
Jamie Thraves,100,The Cry of the Owl ,UK,6.0
Mabel Cheung,130,A Tale of Three Cities ,China,6.2
Joe Dante,106,Gremlins ,USA,7.2
George Lucas,125,Star Wars: Episode IV - A New Hope ,USA,8.7
Dan Mazer,109,Dirty Grandpa ,USA,6.0
David Lean,200,Doctor Zhivago ,USA,8.0
Stephen Daldry,114,Trash ,UK,7.2
Kenny Ortega,112,High School Musical 3: Senior Year ,USA,4.5
David O. Russell,116,The Fighter ,USA,7.9
Jeff Tremaine,92,Jackass Number Two ,USA,7.1
Jonathan Lynn,120,My Cousin Vinny ,USA,7.5
R.J. Cutler,107,If I Stay ,USA,6.8
Brian Trenchard-Smith,92,Drive Hard ,Canada,4.3
David S. Ward,107,Major League ,USA,7.2
Oliver Parker,100,St. Trinian's ,UK,5.8
Joel Schumacher,81,Phone Booth ,USA,7.1
Adam Shankman,101,A Walk to Remember ,USA,7.4
Tim Robbins,122,Dead Man Walking ,UK,7.6
Roger Kumble,97,Cruel Intentions ,USA,6.9
Kevin Greutert,92,Saw VI ,Canada,6.0
Mel Brooks,92,History of the World: Part I ,USA,6.9
Gina Prince-Bythewood,110,The Secret Life of Bees ,USA,7.3
Rob Pritts,86,Corky Romano ,USA,4.6
Brian De Palma,91,Raising Cain ,USA,6.0
Norman Jewison,145,F.I.S.T. ,USA,6.4
Tobe Hooper,100,Invaders from Mars ,USA,5.5
John Crowley,111,Brooklyn ,UK,7.5
Stanley Kubrick,184,Barry Lyndon ,UK,8.1
Brendan Malloy,89,Out Cold ,USA,6.3
Reginald Hudlin,84,The Ladies Man ,USA,5.1
Dustin Hoffman,98,Quartet ,UK,6.8
Gregory Poirier,95,Tomcats ,USA,5.3
Bill Paxton,100,Frailty ,USA,7.3
Simon Curtis,109,Woman in Gold ,UK,7.3
Bill Condon,118,Kinsey ,USA,7.1
Sam Raimi,88,Army of Darkness ,USA,7.6
Dewey Nicks,86,Slackers ,Canada,5.3
Lasse Hallström,118,What's Eating Gilbert Grape ,USA,7.8
Philip Saville,125,The Visual Bible: The Gospel of John ,Canada,7.7
Mike Leigh,125,Vera Drake ,UK,7.7
Daisy von Scherler Mayer,94,The Guru ,UK,5.4
Mira Nair,113,The Perez Family ,USA,6.2
Ethan Coen,104,Inside Llewyn Davis ,USA,7.4
Tim Blake Nelson,95,O ,USA,6.2
William A. Graham,102,Return to the Blue Lagoon ,USA,5.1
Martin Ritt,124,The Molly Maguires ,USA,6.9
John Turturro,105,Romance & Cigarettes ,USA,6.3
Agnieszka Holland,104,Copying Beethoven ,USA,6.8
Tobe Hooper,120,Poltergeist ,USA,7.4
Rowan Joffe,111,Brighton Rock ,UK,5.7
David Hackl,95,Saw V ,USA,5.8
Giuliano Montaldo,96,Machine Gun McCain ,Italy,6.2
Lisa Azuelos,97,LOL ,USA,4.3
Ray Lawrence,118,Jindabyne ,Australia,6.4
Karan Johar,193,Kabhi Alvida Naa Kehna ,India,6.0
Oliver Parker,97,An Ideal Husband ,UK,6.9
Ruairi Robinson,98,The Last Days on Mars ,UK,5.5
Jaume Balagueró,103,Darkness ,USA,5.4
Stanley Kubrick,161,2001: A Space Odyssey ,UK,8.3
Steven Spielberg,120,E.T. the Extra-Terrestrial ,USA,7.9
Jon Kasdan,97,In the Land of Women ,USA,6.5
Léa Pool,97,The Blue Butterfly ,Canada,6.3
Floyd Mutrux,99,There Goes My Baby ,USA,6.4
"",24,Lovesick ,UK,7.9
Sajid Khan,144,Housefull ,India,5.3
Christopher Cain,111,September Dawn ,USA,5.8
Dean Wright,145,For Greater Glory: The True Story of Cristiada ,Mexico,6.6
Eric Lartigau,106,La Famille Bélier ,France,7.4
Gus Van Sant,126,Good Will Hunting ,USA,8.3
Shintaro Shimosawa,106,Misconduct ,USA,5.3
Darren Lynn Bousman,121,Saw III ,USA,6.2
Ivan Reitman,117,Stripes ,USA,6.9
Peyton Reed,98,Bring It On ,USA,5.9
James DeMonaco,109,The Purge: Election Year ,France,6.1
Robert Iscove,95,She's All That ,USA,5.8
Lee Daniels,109,Precious ,USA,7.3
Darren Lynn Bousman,96,Saw IV ,USA,5.9
Geoffrey Sax,101,White Noise ,UK,5.5
Tyler Perry,107,Madea's Family Reunion ,USA,5.0
Martin Scorsese,119,The Color of Money ,USA,7.0
Ken Annakin,178,The Longest Day ,USA,7.8
Stephen Herek,100,The Mighty Ducks ,USA,6.4
Takashi Shimizu,98,The Grudge ,USA,5.9
Dennis Dugan,92,Happy Gilmore ,USA,7.0
Victor Salva,90,Jeepers Creepers ,Germany,6.1
Stephen Herek,90,Bill & Ted's Excellent Adventure ,USA,6.9
Carol Reed,153,Oliver! ,UK,7.5
John Madden,124,The Best Exotic Marigold Hotel ,UK,7.3
Chuck Sheetz,82,Recess: School's Out ,USA,6.5
George Miller,107,Mad Max Beyond Thunderdome ,Australia,6.2
Mark L. Lester,75,Commando ,USA,6.7
William Brent Bell,97,The Boy ,USA,6.0
John Erick Dowdle,80,Devil ,USA,6.3
Marcus Raboy,85,Friday After Next ,USA,5.8
Leigh Whannell,97,Insidious: Chapter 3 ,Canada,6.1
Michael Schultz,109,The Last Dragon ,USA,6.9
Guy Ritchie,104,Snatch ,UK,8.3
Brett Leonard,140,The Lawnmower Man ,UK,5.4
Peter Sollett,90,Nick and Norah's Infinite Playlist ,USA,6.7
Kevin Smith,130,Dogma ,USA,7.4
Bob Dolman,98,The Banger Sisters ,USA,5.6
Joe Dante,101,Twilight Zone: The Movie ,USA,6.5
Rowdy Herrington,114,Road House ,USA,6.5
Keenen Ivory Wayans,100,A Low Down Dirty Shame ,USA,5.8
John Polson,85,Swimfan ,USA,5.0
Greg Coolidge,103,Employee of the Month ,USA,5.5
Harry Elfont,100,Can't Hardly Wait ,USA,6.5
Francis Ford Coppola,114,The Outsiders ,USA,7.2
David Lowery,102,Pete's Dragon ,USA,7.3
David Cronenberg,103,The Dead Zone ,USA,7.2
Ciarán Foy,97,Sinister 2 ,USA,5.2
Salim Akil,116,Sparkle ,USA,5.7
Jamie Blanks,96,Valentine ,USA,4.7
Olatunde Osunsanmi,98,The Fourth Kind ,USA,5.9
Robert Altman,105,A Prairie Home Companion ,USA,6.8
Leon Ichaso,123,Sugar Hill ,USA,5.9
Joseph Zito,107,Invasion U.S.A. ,USA,5.3
Malcolm D. Lee,112,Roll Bounce ,USA,6.0
Wes Anderson,93,Rushmore ,USA,7.7
Colin Strause,97,Skyline ,USA,4.4
John Madden,122,The Second Best Exotic Marigold Hotel ,UK,6.6
Patricia Rozema,101,Kit Kittredge: An American Girl ,USA,6.7
Mark Rosman,100,The Perfect Man ,USA,5.5
Spike Lee,129,Mo' Better Blues ,USA,6.5
Steve Oedekerk,81,Kung Pow: Enter the Fist ,USA,6.2
Ron Underwood,96,Tremors ,USA,7.1
Rob Schmidt,84,Wrong Turn ,USA,6.1
Walter Hill,100,The Long Riders ,USA,7.1
James Foley,110,The Corruptor ,USA,6.0
Jeff Nichols,130,Mud ,USA,7.4
Robert Ben Garant,84,Reno 911!: Miami ,USA,5.9
Morgan Spurlock,106,One Direction: This Is Us ,USA,4.1
Neal Brennan,89,"The Goods: Live Hard, Sell Hard ",USA,5.8
Tuck Tucker,76,Hey Arnold! The Movie ,USA,5.9
Simon Curtis,99,My Week with Marilyn ,UK,7.0
Richard Shepard,96,The Matador ,USA,6.8
Theodore Witcher,104,Love Jones ,USA,7.4
Joel Edgerton,108,The Gift ,USA,7.1
Jim Hanon,108,End of the Spear ,USA,7.0
Tommy O'Haver,87,Get Over It ,USA,5.8
Mike Judge,89,Office Space ,USA,7.8
Michael Patrick Jann,97,Drop Dead Gorgeous ,Germany,6.5
Tim Burton,106,Big Eyes ,USA,7.0
Peter Berg,100,Very Bad Things ,USA,6.3
Joe Nussbaum,89,Sleepover ,USA,5.3
Brian De Palma,114,Body Double ,USA,6.8
Jorma Taccone,95,MacGruber ,USA,5.5
Stephen Frears,97,Dirty Pretty Things ,UK,7.4
Elizabeth Banks,94,Movie 43 ,USA,4.3
Florian Henckel von Donnersmarck,103,The Tourist ,USA,6.0
Jeff Lowell,95,Over Her Dead Body ,USA,5.2
Lorene Scafaria,101,Seeking a Friend for the End of the World ,USA,6.7
Miguel Arteta,87,Cedar Rapids ,USA,6.3
"",40,Bones ,USA,7.9
Tony Kaye,101,American History X ,USA,8.6
Marcus Dunstan,82,The Collection ,USA,6.1
Timothy Björklund,74,Teacher's Pet ,USA,5.8
François Girard,130,The Red Violin ,Canada,7.7
David Lynch,112,The Straight Story ,France,8.0
Scott Kalvert,96,Deuces Wild ,USA,5.6
Jason Bateman,89,Bad Words ,USA,6.7
David Schwimmer,100,"Run, Fatboy, Run ",UK,6.6
Allan Arkush,78,Heartbeeps ,USA,4.2
Mike Binder,121,Black or White ,USA,6.6
Eric Bross,85,On the Line ,USA,4.1
